departamento,provincia,C_CODI_AGRUPOL,AGRUPACION,TOTAL_VOTOS,POR_VALIDOS,POR_EMITIDOS,NOMBREe_CANDIDATO,updated,avance
CAJAMARCA,SAN MARCOS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,17596,73.614,67.928,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,SAN MARCOS,00000007,FUERZA POPULAR,6307,26.386,24.348,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,SAN PABLO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,9781,79.045,74.899,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,SAN PABLO,00000007,FUERZA POPULAR,2593,20.955,19.856,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CUSCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,187311,71.571,66.851,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CUSCO,00000007,FUERZA POPULAR,74403,28.429,26.554000000000002,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,ACOMAYO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,12645,92.998,88.161,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,ACOMAYO,00000007,FUERZA POPULAR,952,7.002,6.637,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,ANTA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,31067,88.29400000000001,83.051,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,ANTA,00000007,FUERZA POPULAR,4119,11.706,11.011,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CALCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,33987,87.589,82.752,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CALCA,00000007,FUERZA POPULAR,4816,12.411,11.725999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CANAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,20979,95.637,91.364,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CANAS,00000007,FUERZA POPULAR,957,4.3629999999999995,4.167999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CANCHIS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,54722,91.74000000000001,87.57799999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CANCHIS,00000007,FUERZA POPULAR,4927,8.26,7.885,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CHUMBIVILCAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,37205,96.458,91.726,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,CHUMBIVILCAS,00000007,FUERZA POPULAR,1366,3.542,3.368,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,ESPINAR,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,31461,92.212,87.34100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,ESPINAR,00000007,FUERZA POPULAR,2657,7.788,7.376,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,LA CONVENCION,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,42699,83.46700000000001,79.634,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,LA CONVENCION,00000007,FUERZA POPULAR,8458,16.533,15.774,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,PARURO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,14739,92.113,86.65899999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,PARURO,00000007,FUERZA POPULAR,1262,7.887,7.42,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,PAUCARTAMBO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,23356,92.48400000000001,87.52199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,PAUCARTAMBO,00000007,FUERZA POPULAR,1898,7.516,7.111999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,QUISPICANCHI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,45833,89.796,85.377,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,QUISPICANCHI,00000007,FUERZA POPULAR,5208,10.203999999999999,9.700999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,35261,86.56,82.209,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,00000007,FUERZA POPULAR,5475,13.44,12.765,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,58343,88.111,84.016,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,00000007,FUERZA POPULAR,7872,11.889000000000001,11.336,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,18936,87.194,82.842,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,00000007,FUERZA POPULAR,2781,12.806000000000001,12.166,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,22351,88.77499999999999,83.765,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,00000007,FUERZA POPULAR,2826,11.225,10.591,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,6091,67.543,64.46900000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,00000007,FUERZA POPULAR,2927,32.456999999999994,30.979999999999997,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,37703,84.30499999999999,79.542,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,00000007,FUERZA POPULAR,7019,15.695,14.808,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUAYTARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,6694,67.49300000000001,64.09400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUAYTARA,00000007,FUERZA POPULAR,3224,32.507,30.869,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CHURCAMPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3895,86.44000000000001,81.537,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CHURCAMPA,00000007,FUERZA POPULAR,611,13.56,12.79,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,HUANUCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,100000,63.95099999999999,59.237,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,HUANUCO,00000007,FUERZA POPULAR,56369,36.049,33.391,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,AMBO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,19053,67.67199999999998,62.896,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,AMBO,00000007,FUERZA POPULAR,9102,32.328,30.047,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,DOS DE MAYO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,13371,80.85,75.95400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,DOS DE MAYO,00000007,FUERZA POPULAR,3167,19.150000000000002,17.99,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,HUAMALIES,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,20869,82.67199999999998,77.459,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,HUAMALIES,00000007,FUERZA POPULAR,4374,17.328,16.235,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,MARAÑON,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,8470,69.46000000000001,64.381,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,MARAÑON,00000007,FUERZA POPULAR,3724,30.54,28.306,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,LEONCIO PRADO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,36413,54.324,50.644,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,LEONCIO PRADO,00000007,FUERZA POPULAR,30616,45.676,42.580999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,PACHITEA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,20315,81.754,76.021,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,PACHITEA,00000007,FUERZA POPULAR,4534,18.246,16.967,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,PUERTO INCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,9182,61.612,57.07,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,PUERTO INCA,00000007,FUERZA POPULAR,5721,38.388,35.558,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,HUACAYBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,5666,83.20100000000001,76.74400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,HUACAYBAMBA,00000007,FUERZA POPULAR,1144,16.799,15.495000000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,LAURICOCHA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,8868,85.648,82.187,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,LAURICOCHA,00000007,FUERZA POPULAR,1486,14.352000000000002,13.772,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,YAROWILCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,12590,90.785,86.792,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANUCO,YAROWILCA,00000007,FUERZA POPULAR,1278,9.215,8.81,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
ICA,ICA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,105233,47.002,44.609,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
ICA,ICA,00000007,FUERZA POPULAR,118658,52.998000000000005,50.3,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
ICA,CHINCHA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,60524,46.764,43.83,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
ICA,CHINCHA,00000007,FUERZA POPULAR,68899,53.236000000000004,49.895,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
ICA,NAZCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,19864,48.991,46.676,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
ICA,NAZCA,00000007,FUERZA POPULAR,20682,51.009,48.598000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
ICA,PISCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,41898,49.004,46.197,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
ICA,PISCO,00000007,FUERZA POPULAR,43602,50.996,48.076,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
ICA,PALPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4289,50.264,48.327,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
ICA,PALPA,00000007,FUERZA POPULAR,4244,49.736000000000004,47.82,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,HUANCAYO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,186337,59.8,56.083999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,HUANCAYO,00000007,FUERZA POPULAR,125265,40.2,37.703,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,CONCEPCION,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,17948,56.876999999999995,53.22200000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,CONCEPCION,00000007,FUERZA POPULAR,13608,43.123000000000005,40.352,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,JAUJA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,24532,51.489,47.833999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,JAUJA,00000007,FUERZA POPULAR,23113,48.510999999999996,45.067,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,JUNIN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,7902,68.121,63.186,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,JUNIN,00000007,FUERZA POPULAR,3698,31.879,29.57,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,TARMA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,25903,51.502,47.891,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,TARMA,00000007,FUERZA POPULAR,24392,48.498000000000005,45.098000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,YAULI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,12731,67.47,63.272000000000006,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,YAULI,00000007,FUERZA POPULAR,6138,32.53,30.505,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,SATIPO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,42493,55.53,51.455999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,SATIPO,00000007,FUERZA POPULAR,34029,44.47,41.207,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,CHANCHAMAYO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,43488,53.418,49.755,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,CHANCHAMAYO,00000007,FUERZA POPULAR,37922,46.582,43.38699999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,CHUPACA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,23587,68.07199999999999,64.17899999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
JUNIN,CHUPACA,00000007,FUERZA POPULAR,11063,31.927999999999997,30.102,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,TRUJILLO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,186376,33.62500000000001,31.193,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,TRUJILLO,00000007,FUERZA POPULAR,367901,66.37499999999999,61.574,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,BOLIVAR,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3428,61.978,58.27,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,BOLIVAR,00000007,FUERZA POPULAR,2103,38.022000000000006,35.747,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,SANCHEZ CARRION,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,33484,50.918,45.825,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,SANCHEZ CARRION,00000007,FUERZA POPULAR,32277,49.082,44.173,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,OTUZCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,22808,52.53,47.916,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,OTUZCO,00000007,FUERZA POPULAR,20611,47.47,43.3,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,PACASMAYO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,23596,42.756,39.521,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,PACASMAYO,00000007,FUERZA POPULAR,31592,57.244,52.913,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,PATAZ,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,17408,57.899,52.822,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,PATAZ,00000007,FUERZA POPULAR,12658,42.101,38.409,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,SANTIAGO DE CHUCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,13560,56.259,51.573,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,SANTIAGO DE CHUCO,00000007,FUERZA POPULAR,10543,43.741,40.098000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,ASCOPE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,27260,39.994,37.41,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,ASCOPE,00000007,FUERZA POPULAR,40901,60.006,56.13,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,CHEPEN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,19868,43.63,40.626000000000005,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,CHEPEN,00000007,FUERZA POPULAR,25669,56.37,52.486999999999995,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,JULCAN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,8506,56.053,51.974,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,JULCAN,00000007,FUERZA POPULAR,6669,43.946999999999996,40.749,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,GRAN CHIMU,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4106,31.767999999999997,29.087999999999997,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,GRAN CHIMU,00000007,FUERZA POPULAR,8819,68.232,62.475,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,VIRU,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,27318,56.179,51.421,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LA LIBERTAD,VIRU,00000007,FUERZA POPULAR,21309,43.821,40.11,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LAMBAYEQUE,CHICLAYO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,189960,40.327,37.399,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LAMBAYEQUE,CHICLAYO,00000007,FUERZA POPULAR,281085,59.673,55.339999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LAMBAYEQUE,FERREÑAFE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,26528,51.338,47.660000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LAMBAYEQUE,FERREÑAFE,00000007,FUERZA POPULAR,25145,48.662000000000006,45.175000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LAMBAYEQUE,LAMBAYEQUE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,71926,43.093,40.274,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LAMBAYEQUE,LAMBAYEQUE,00000007,FUERZA POPULAR,94982,56.907,53.184,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,LIMA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1901093,34.323,32.258,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,LIMA,00000007,FUERZA POPULAR,3637802,65.67699999999999,61.727000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,CAJATAMBO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1437,45.104,42.03,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,CAJATAMBO,00000007,FUERZA POPULAR,1749,54.896,51.155,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,CANTA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4295,52.105000000000004,49.562000000000005,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,CANTA,00000007,FUERZA POPULAR,3948,47.895,45.556999999999995,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,CAÑETE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,62048,45.342,42.818,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,CAÑETE,00000007,FUERZA POPULAR,74797,54.658,51.616,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
