departamento,provincia,C_CODI_AGRUPOL,AGRUPACION,TOTAL_VOTOS,POR_VALIDOS,POR_EMITIDOS,NOMBREe_CANDIDATO,updated,avance
LIMA,HUAURA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,58773,46.37,43.395,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,00000007,FUERZA POPULAR,67974,53.63,50.189,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,33291,53.113,50.248000000000005,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,00000007,FUERZA POPULAR,29388,46.88699999999999,44.35699999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,7645,59.282000000000004,56.504,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,00000007,FUERZA POPULAR,5251,40.718,38.809999999999995,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUARAL,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,47123,43.518,40.458999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUARAL,00000007,FUERZA POPULAR,61160,56.482,52.51,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,BARRANCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,36049,44.1,41.221000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,BARRANCA,00000007,FUERZA POPULAR,45695,55.9,52.25,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,OYON,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4419,55.362,52.42,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,OYON,00000007,FUERZA POPULAR,3563,44.638000000000005,42.266000000000005,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LORETO,MAYNAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,99536,44.215,41.101,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LORETO,MAYNAS,00000007,FUERZA POPULAR,125582,55.785000000000004,51.85699999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LORETO,ALTO AMAZONAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,35743,69.089,64.782,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LORETO,ALTO AMAZONAS,00000007,FUERZA POPULAR,15992,30.911,28.984999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LORETO,LORETO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,10824,45.056999999999995,42.534,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LORETO,LORETO,00000007,FUERZA POPULAR,13199,54.943,51.867,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LORETO,REQUENA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,8497,36.283,34.745000000000005,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LORETO,REQUENA,00000007,FUERZA POPULAR,14922,63.717,61.018,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LORETO,UCAYALI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,12527,57.037,54.306999999999995,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LORETO,UCAYALI,00000007,FUERZA POPULAR,9436,42.963,40.907,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LORETO,MARISCAL RAMON CASTILLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,5618,29.352,25.366,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LORETO,MARISCAL RAMON CASTILLA,00000007,FUERZA POPULAR,13522,70.648,61.053,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LORETO,DATEM DEL MARAÑON,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,765,95.149,89.57799999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LORETO,DATEM DEL MARAÑON,00000007,FUERZA POPULAR,39,4.851,4.566999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LORETO,PUTUMAYO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,547,33.415,32.482,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LORETO,PUTUMAYO,00000007,FUERZA POPULAR,1090,66.585,64.727,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
MADRE DE DIOS,TAMBOPATA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,47389,70.607,66.759,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
MADRE DE DIOS,TAMBOPATA,00000007,FUERZA POPULAR,19728,29.393,27.791999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
MADRE DE DIOS,MANU,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2060,79.56700000000001,76.866,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
MADRE DE DIOS,MANU,00000007,FUERZA POPULAR,529,20.433,19.739,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
MADRE DE DIOS,TAHUAMANU,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3328,64.509,58.509,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
MADRE DE DIOS,TAHUAMANU,00000007,FUERZA POPULAR,1831,35.491,32.191,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
MOQUEGUA,MARISCAL NIETO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,42134,78.569,74.556,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
MOQUEGUA,MARISCAL NIETO,00000007,FUERZA POPULAR,11493,21.431,20.337000000000003,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
MOQUEGUA,GENERAL SANCHEZ CERRO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,7713,84.982,81.792,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
MOQUEGUA,GENERAL SANCHEZ CERRO,00000007,FUERZA POPULAR,1363,15.017999999999999,14.454,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
MOQUEGUA,ILO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,30210,64.636,60.836999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
MOQUEGUA,ILO,00000007,FUERZA POPULAR,16529,35.364,33.286,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PASCO,PASCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,51093,75.6,71.09,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PASCO,PASCO,00000007,FUERZA POPULAR,16490,24.4,22.944,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PASCO,DANIEL ALCIDES CARRION,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,12844,85.77,81.40400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PASCO,DANIEL ALCIDES CARRION,00000007,FUERZA POPULAR,2131,14.229999999999999,13.506,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PASCO,OXAPAMPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,18598,42.62200000000001,39.865,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PASCO,OXAPAMPA,00000007,FUERZA POPULAR,25037,57.378,53.666000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PIURA,PIURA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,146731,35.755,33.276,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PIURA,PIURA,00000007,FUERZA POPULAR,263647,64.245,59.791000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PIURA,AYABACA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,36957,73.17799999999998,69.015,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PIURA,AYABACA,00000007,FUERZA POPULAR,13546,26.822,25.296,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PIURA,HUANCABAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,35844,68.887,63.45099999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PIURA,HUANCABAMBA,00000007,FUERZA POPULAR,16189,31.113000000000003,28.658,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PIURA,MORROPON,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,37797,42.44,39.255,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PIURA,MORROPON,00000007,FUERZA POPULAR,51262,57.56,53.239000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PIURA,PAITA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,27539,41.983,38.913,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PIURA,PAITA,00000007,FUERZA POPULAR,38057,58.016999999999996,53.775000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PIURA,SULLANA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,50089,28.359,26.121000000000002,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PIURA,SULLANA,00000007,FUERZA POPULAR,126537,71.641,65.989,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PIURA,TALARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,31715,43.607,39.899,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PIURA,TALARA,00000007,FUERZA POPULAR,41014,56.393,51.598000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PIURA,SECHURA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,16022,39.19500000000001,37.14,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PIURA,SECHURA,00000007,FUERZA POPULAR,24856,60.805,57.617,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,PUNO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,121683,85.18199999999999,80.803,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,PUNO,00000007,FUERZA POPULAR,21168,14.818,14.056000000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,AZANGARO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,75730,95.43900000000001,92.242,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,AZANGARO,00000007,FUERZA POPULAR,3619,4.561,4.408,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,CARABAYA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,29851,89.643,84.93400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,CARABAYA,00000007,FUERZA POPULAR,3449,10.357000000000001,9.813,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,CHUCUITO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,42662,93.709,90.296,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,CHUCUITO,00000007,FUERZA POPULAR,2864,6.291,6.061999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,HUANCANE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,40688,94.884,90.96600000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,HUANCANE,00000007,FUERZA POPULAR,2194,5.116,4.905,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,LAMPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,26177,91.346,87.792,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,LAMPA,00000007,FUERZA POPULAR,2480,8.654,8.317,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,MELGAR,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,39150,93.339,89.26100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,MELGAR,00000007,FUERZA POPULAR,2794,6.661,6.37,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,SANDIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,27808,89.46700000000001,85.38199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,SANDIA,00000007,FUERZA POPULAR,3274,10.533,10.053,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,SAN ROMAN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,151157,83.55799999999999,79.809,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,SAN ROMAN,00000007,FUERZA POPULAR,29743,16.441999999999997,15.703999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,YUNGUYO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,19071,91.95700000000001,87.46600000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,YUNGUYO,00000007,FUERZA POPULAR,1668,8.043,7.6499999999999995,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,SAN ANTONIO DE PUTINA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,17280,93.24900000000001,89.65899999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,SAN ANTONIO DE PUTINA,00000007,FUERZA POPULAR,1251,6.751,6.4910000000000005,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,EL COLLAO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,38871,94.703,91.065,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,EL COLLAO,00000007,FUERZA POPULAR,2174,5.297,5.093,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
PUNO,MOHO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,13967,94.692,90.279,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
PUNO,MOHO,00000007,FUERZA POPULAR,783,5.308,5.061,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,MOYOBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,36838,57.29800000000001,52.660000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,MOYOBAMBA,00000007,FUERZA POPULAR,27454,42.702000000000005,39.245000000000005,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,HUALLAGA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,7912,58.142,53.294000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,HUALLAGA,00000007,FUERZA POPULAR,5696,41.858,38.367,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,LAMAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,23338,54.569,49.550999999999995,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,LAMAS,00000007,FUERZA POPULAR,19430,45.431,41.254,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,MARISCAL CACERES,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,16716,55.862,51.882,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,MARISCAL CACERES,00000007,FUERZA POPULAR,13208,44.138000000000005,40.994,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,RIOJA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,40384,60.94,56.65,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,RIOJA,00000007,FUERZA POPULAR,25885,39.06,36.31099999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,SAN MARTIN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,49416,46.667,43.512,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,SAN MARTIN,00000007,FUERZA POPULAR,56475,53.333,49.72800000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,BELLAVISTA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,16803,63.843999999999994,60.099000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,BELLAVISTA,00000007,FUERZA POPULAR,9516,36.156,34.036,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,TOCACHE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,25060,66.55199999999999,62.553,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,TOCACHE,00000007,FUERZA POPULAR,12595,33.448,31.439,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,PICOTA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,12205,54.036,51.101,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,PICOTA,00000007,FUERZA POPULAR,10382,45.964,43.468,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,EL DORADO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,11569,61.413,55.986,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
SAN MARTIN,EL DORADO,00000007,FUERZA POPULAR,7269,38.586999999999996,35.177,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
TACNA,TACNA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,139666,71.573,67.644,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
TACNA,TACNA,00000007,FUERZA POPULAR,55473,28.427,26.867,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
TACNA,TARATA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3989,85.527,82.742,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
TACNA,TARATA,00000007,FUERZA POPULAR,675,14.473,14.001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
TACNA,JORGE BASADRE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,5152,82.577,79.789,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
TACNA,JORGE BASADRE,00000007,FUERZA POPULAR,1087,17.423,16.834000000000003,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
TACNA,CANDARAVE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3725,90.303,88.103,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
TACNA,CANDARAVE,00000007,FUERZA POPULAR,400,9.697,9.461,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
TUMBES,TUMBES,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,31134,36.998000000000005,34.07,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
TUMBES,TUMBES,00000007,FUERZA POPULAR,53017,63.002,58.016999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
TUMBES,CONTRALMIRANTE VILLAR,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3107,27.391000000000002,26.044,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
TUMBES,CONTRALMIRANTE VILLAR,00000007,FUERZA POPULAR,8236,72.609,69.036,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
TUMBES,ZARUMILLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,6733,27.431,25.527,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
TUMBES,ZARUMILLA,00000007,FUERZA POPULAR,17812,72.569,67.531,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CALLAO,CALLAO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,195098,32.575,30.353,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CALLAO,CALLAO,00000007,FUERZA POPULAR,403813,67.425,62.824,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
UCAYALI,CORONEL PORTILLO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,87494,44.95099999999999,42.052,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
UCAYALI,CORONEL PORTILLO,00000007,FUERZA POPULAR,107151,55.049,51.5,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
UCAYALI,PADRE ABAD,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,22421,69.079,65.02199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
UCAYALI,PADRE ABAD,00000007,FUERZA POPULAR,10036,30.921,29.105,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
UCAYALI,ATALAYA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,8150,46.186,41.849,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
UCAYALI,ATALAYA,00000007,FUERZA POPULAR,9496,53.81399999999999,48.760000000000005,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
UCAYALI,PURUS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,350,25.964,24.858,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
UCAYALI,PURUS,00000007,FUERZA POPULAR,998,74.036,70.881,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
